date,tempC,humidity,precipMM,windspeedKmph,UVIndex
2022-11-07,24.0,41.0,0.0,8.0,5.0
2022-11-08,26.0,37.0,0.0,7.0,6.0
2022-11-09,25.0,45.0,0.0,5.0,6.0
2022-11-10,23.0,62.0,5.0,6.0,4.0
2022-11-11,24.0,60.0,0.0,9.0,5.0
2022-11-12,25.0,57.0,0.0,7.0,5.0
2022-11-13,23.0,72.0,0.0,6.0,4.0
2022-11-14,23.0,56.0,0.0,7.0,5.0
2022-11-15,23.0,49.0,0.0,9.0,5.0
2022-11-16,21.0,59.0,1.2,12.0,4.0
2022-11-17,22.0,75.0,1.2,16.0,4.0
2022-11-18,22.0,73.0,9.3,13.0,4.0
2022-11-19,16.0,79.0,4.8,24.0,3.0
2022-11-20,15.0,77.0,25.2,21.0,3.0
2022-11-21,21.0,60.0,0.0,14.0,4.0
2022-11-22,18.0,66.0,2.2,35.0,4.0
2022-11-23,21.0,72.0,0.0,25.0,4.0
2022-11-24,21.0,73.0,0.0,11.0,4.0
2022-11-25,20.0,71.0,3.7,10.0,5.0
2022-11-26,16.0,77.0,16.8,24.0,4.0
2022-11-27,17.0,68.0,0.3,12.0,4.0
2022-11-28,19.0,69.0,9.5,20.0,3.0
2022-11-29,16.0,76.0,18.0,28.0,3.0
2022-11-30,15.0,69.0,13.8,16.0,3.0
2022-12-01,17.0,66.0,0.0,9.0,3.0
2022-12-02,18.0,52.0,0.0,9.0,3.0
2022-12-03,18.0,48.0,0.0,9.0,3.0
2022-12-04,21.0,52.0,0.0,11.0,4.0
2022-12-05,23.0,48.0,0.0,14.0,4.0
2022-12-06,21.0,53.0,0.0,15.0,4.0
2022-12-07,18.0,76.0,2.4,8.0,3.0
2022-12-08,22.0,59.0,0.0,12.0,4.0
2022-12-09,22.0,59.0,0.2,15.0,4.0
2022-12-10,19.0,78.0,1.0,19.0,4.0
2022-12-11,18.0,78.0,4.6,13.0,4.0
2022-12-12,18.0,83.0,12.3,14.0,4.0
2022-12-13,23.0,66.0,0.0,13.0,5.0
2022-12-14,22.0,72.0,0.3,12.0,4.0
2022-12-15,20.0,80.0,3.4,7.0,4.0
2022-12-16,18.0,76.0,0.6,8.0,4.0
2022-12-17,18.0,70.0,3.6,8.0,3.0
2022-12-18,17.0,73.0,0.0,7.0,4.0
2022-12-19,20.0,67.0,0.0,8.0,5.0
2022-12-20,21.0,53.0,0.0,9.0,4.0
2022-12-21,19.0,62.0,0.0,13.0,4.0
2022-12-22,18.0,78.0,0.0,11.0,3.0
2022-12-23,19.0,66.0,0.0,9.0,4.0
2022-12-24,23.0,59.0,0.0,8.0,5.0
2022-12-25,22.0,47.0,0.0,8.0,5.0
2022-12-26,23.0,44.0,0.0,8.0,5.0
2022-12-27,22.0,49.0,0.0,7.0,5.0
2022-12-28,21.0,50.0,0.0,7.0,5.0
2022-12-29,20.0,50.0,0.0,10.0,3.0
2022-12-30,19.0,54.0,0.0,7.0,4.0
2022-12-31,19.0,49.0,0.0,9.0,4.0
2023-01-01,21.0,39.0,0.0,8.0,5.0
2023-01-02,20.0,38.0,0.0,8.0,4.0
2023-01-03,19.0,46.0,0.0,7.0,4.0
2023-01-04,15.0,49.0,8.9,7.0,3.0
2023-01-05,14.0,78.0,1.8,6.0,3.0
2023-01-06,16.0,73.0,0.0,7.0,4.0
2023-01-07,19.0,61.0,0.0,7.0,4.0
2023-01-08,18.0,49.0,0.0,8.0,4.0
2023-01-09,19.0,64.0,2.2,17.0,4.0
2023-01-10,19.0,69.0,0.0,11.0,4.0
2023-01-11,19.0,73.0,0.4,9.0,4.0
2023-01-12,16.0,78.0,1.9,9.0,3.0
2023-01-13,18.0,66.0,1.7,9.0,3.0
2023-01-14,17.0,72.0,1.2,7.0,3.0
2023-01-15,20.0,53.0,0.0,8.0,3.0
2023-01-16,17.0,66.0,0.0,15.0,3.0
2023-01-17,19.0,65.0,0.0,19.0,4.0
2023-01-18,14.0,64.0,14.5,20.0,3.0
2023-01-19,11.0,75.0,15.0,24.0,2.0
2023-01-20,13.0,72.0,4.0,24.0,3.0
2023-01-21,9.0,76.0,14.4,13.0,2.0
2023-01-22,9.0,79.0,36.1,20.0,2.0
2023-01-23,10.0,83.0,23.6,14.0,2.0
2023-01-24,10.0,74.0,10.3,14.0,2.0
2023-01-25,11.0,79.0,20.7,17.0,2.0
2023-01-26,10.0,81.0,38.7,15.0,2.0
2023-01-27,10.0,84.0,9.9,11.0,2.0
2023-01-28,11.0,76.0,17.5,11.0,2.0
2023-01-29,11.0,81.0,6.7,10.0,2.0
2023-01-30,13.0,76.0,2.1,11.0,2.0
2023-01-31,13.0,76.0,1.0,18.0,3.0
2023-02-01,14.0,70.0,0.5,10.0,3.0
2023-02-02,13.0,70.0,0.0,6.0,4.0
2023-02-03,14.0,76.0,2.1,8.0,3.0
2023-02-04,14.0,77.0,0.2,10.0,3.0
2023-02-05,14.0,84.0,3.2,18.0,3.0
2023-02-06,13.0,78.0,1.5,9.0,3.0
2023-02-07,16.0,71.0,0.0,9.0,3.0
2023-02-08,13.0,77.0,8.1,9.0,3.0
2023-02-09,10.0,89.0,15.6,9.0,2.0
2023-02-10,11.0,73.0,18.2,10.0,2.0
2023-02-11,14.0,69.0,0.0,11.0,2.0
2023-02-12,14.0,71.0,0.0,8.0,4.0
2023-02-13,16.0,70.0,0.0,8.0,4.0
2023-02-14,16.0,63.0,0.0,9.0,4.0
2023-02-15,16.0,57.0,0.0,8.0,3.0
2023-02-16,16.0,55.0,0.0,8.0,3.0
2023-02-17,17.0,66.0,0.0,7.0,4.0
2023-02-18,18.0,73.0,0.0,7.0,4.0
2023-02-19,20.0,60.0,0.0,7.0,4.0
2023-02-20,20.0,65.0,0.0,7.0,4.0
2023-02-21,22.0,60.0,0.0,7.0,5.0
2023-02-22,20.0,64.0,0.0,8.0,3.0
2023-02-23,19.0,69.0,0.0,8.0,4.0
2023-02-24,20.0,59.0,2.9,11.0,4.0
2023-02-25,16.0,83.0,0.6,19.0,3.0
2023-02-26,15.0,72.0,3.8,14.0,3.0
2023-02-27,15.0,69.0,2.9,16.0,3.0
2023-02-28,12.0,63.0,1.2,25.0,2.0
2023-03-01,10.0,82.0,26.7,22.0,2.0
2023-03-02,12.0,72.0,5.1,11.0,2.0
2023-03-03,11.0,85.0,22.2,18.0,2.0
2023-03-04,11.0,85.0,32.1,13.0,2.0
2023-03-05,17.0,65.0,0.0,8.0,3.0
2023-03-06,17.0,63.0,4.6,13.0,3.0
2023-03-07,19.0,71.0,0.0,9.0,3.0
2023-03-08,21.0,70.0,0.4,8.0,5.0
2023-03-09,21.0,69.0,0.0,8.0,5.0
2023-03-10,20.0,75.0,0.1,18.0,4.0
2023-03-11,22.0,60.0,0.0,16.0,5.0
2023-03-12,20.0,72.0,0.0,9.0,5.0
2023-03-13,23.0,67.0,0.0,9.0,5.0
2023-03-14,18.0,74.0,0.0,15.0,5.0
2023-03-15,19.0,59.0,0.0,12.0,4.0
2023-03-16,20.0,57.0,0.0,11.0,5.0
2023-03-17,23.0,59.0,0.0,9.0,5.0
2023-03-18,18.0,74.0,0.0,5.0,4.0
2023-03-19,16.0,86.0,0.0,7.0,3.0
2023-03-20,17.0,87.0,3.1,8.0,3.0
2023-03-21,17.0,77.0,0.0,7.0,4.0
2023-03-22,18.0,64.0,0.0,7.0,3.0
2023-03-23,20.0,54.0,0.0,9.0,5.0
2023-03-24,24.0,53.0,0.0,10.0,5.0
2023-03-25,21.0,60.0,0.0,7.0,5.0
2023-03-26,22.0,57.0,0.0,9.0,4.0
2023-03-27,20.0,76.0,1.1,9.0,4.0
2023-03-28,19.0,74.0,0.0,12.0,4.0
2023-03-29,22.0,60.0,0.0,9.0,4.0
2023-03-30,24.0,52.0,0.0,10.0,5.0
2023-03-31,24.0,53.0,0.0,9.0,5.0
2023-04-01,19.0,65.0,0.0,9.0,5.0
2023-04-02,16.0,75.0,31.8,19.0,3.0
2023-04-03,14.0,78.0,56.6,22.0,3.0
2023-04-04,16.0,75.0,1.9,9.0,3.0
2023-04-05,15.0,75.0,1.2,7.0,3.0
2023-04-06,17.0,62.0,0.0,10.0,4.0
2023-04-07,17.0,62.0,0.0,9.0,4.0
2023-04-08,21.0,56.0,0.0,7.0,4.0
2023-04-09,19.0,53.0,0.0,7.0,5.0
2023-04-10,20.0,54.0,0.0,7.0,5.0
2023-04-11,22.0,44.0,0.0,8.0,5.0
2023-04-12,24.0,47.0,0.0,8.0,5.0
2023-04-13,18.0,77.0,4.4,12.0,3.0
2023-04-14,20.0,61.0,0.2,11.0,3.0
2023-04-15,19.0,68.0,0.0,14.0,4.0
2023-04-16,15.0,75.0,2.5,18.0,3.0
2023-04-17,18.0,68.0,0.1,9.0,3.0
2023-04-18,18.0,71.0,0.0,9.0,4.0
2023-04-19,20.0,73.0,0.2,8.0,4.0
2023-04-20,20.0,79.0,0.8,7.0,4.0
2023-04-21,21.0,78.0,0.0,9.0,5.0
2023-04-22,24.0,72.0,0.0,10.0,5.0
2023-04-23,22.0,66.0,0.0,6.0,5.0
2023-04-24,23.0,61.0,0.0,7.0,5.0
2023-04-25,25.0,53.0,0.0,7.0,5.0
2023-04-26,25.0,57.0,0.0,9.0,6.0
2023-04-27,26.0,58.0,0.0,8.0,6.0
2023-04-28,28.0,53.0,0.0,8.0,6.0
2023-04-29,31.0,50.0,0.0,10.0,5.0
2023-04-30,22.0,82.0,1.2,11.0,4.0
2023-05-01,21.0,79.0,2.9,7.0,4.0
2023-05-02,21.0,69.0,0.1,8.0,4.0
2023-05-03,23.0,67.0,0.0,9.0,5.0
2023-05-04,24.0,57.0,0.0,9.0,5.0
2023-05-05,25.0,48.0,0.0,8.0,5.0
2023-05-06,28.0,49.0,0.0,9.0,5.0
2023-05-07,22.0,86.0,3.4,13.0,4.0
2023-05-08,21.0,82.0,18.6,13.0,4.0
2023-05-09,22.0,77.0,0.7,12.0,4.0
2023-05-10,22.0,72.0,0.0,11.0,4.0
2023-05-11,21.0,75.0,0.1,10.0,4.0
2023-05-12,21.0,83.0,0.0,8.0,4.0
2023-05-13,18.0,91.0,23.3,10.0,4.0
2023-05-14,17.0,80.0,8.8,8.0,4.0
2023-05-15,19.0,81.0,35.6,20.0,4.0
2023-05-16,21.0,68.0,4.9,12.0,4.0
2023-05-17,21.0,73.0,4.9,12.0,4.0
2023-05-18,19.0,84.0,6.6,10.0,4.0
2023-05-19,15.0,92.0,31.3,8.0,3.0
2023-05-20,17.0,89.0,24.2,21.0,4.0
2023-05-21,20.0,82.0,3.2,18.0,4.0
2023-05-22,23.0,71.0,0.0,10.0,4.0
2023-05-23,24.0,77.0,28.2,10.0,4.0
2023-05-24,20.0,86.0,7.5,11.0,4.0
2023-05-25,20.0,86.0,9.5,10.0,4.0
2023-05-26,24.0,76.0,0.0,10.0,4.0
2023-05-27,28.0,68.0,0.0,10.0,6.0
2023-05-28,22.0,84.0,18.6,7.0,4.0
2023-05-29,21.0,82.0,36.7,7.0,4.0
2023-05-30,22.0,81.0,25.2,9.0,4.0
2023-05-31,21.0,77.0,30.0,9.0,4.0
2023-06-01,23.0,76.0,1.4,9.0,4.0
2023-06-02,24.0,78.0,0.0,6.0,4.0
2023-06-03,22.0,77.0,4.1,6.0,4.0
2023-06-04,24.0,77.0,25.2,7.0,5.0
2023-06-05,23.0,82.0,0.2,6.0,5.0
2023-06-06,24.0,82.0,0.0,8.0,6.0
2023-06-07,27.0,75.0,3.6,7.0,5.0
2023-06-08,28.0,72.0,0.0,8.0,5.0
2023-06-09,25.0,83.0,0.1,9.0,5.0
2023-06-10,26.0,73.0,0.1,6.0,5.0
2023-06-11,26.0,64.0,0.0,7.0,6.0
2023-06-12,26.0,67.0,9.1,8.0,5.0
2023-06-13,25.0,84.0,11.8,11.0,5.0
2023-06-14,25.0,78.0,6.6,14.0,5.0
2023-06-15,26.0,75.0,5.4,11.0,5.0
2023-06-16,28.0,59.0,0.0,8.0,6.0
2023-06-17,28.0,58.0,0.0,11.0,6.0
2023-06-18,33.0,48.0,0.0,9.0,7.0
2023-06-19,35.0,42.0,0.0,15.0,7.0
2023-06-20,30.0,50.0,0.0,9.0,7.0
2023-06-21,32.0,36.0,0.0,11.0,7.0
2023-06-22,29.0,64.0,0.0,8.0,6.0
2023-06-23,28.0,78.0,0.2,7.0,5.0
2023-06-24,29.0,69.0,0.0,8.0,6.0
2023-06-25,28.0,64.0,0.0,7.0,6.0
2023-06-26,27.0,55.0,0.0,7.0,6.0
2023-06-27,30.0,52.0,0.0,9.0,7.0
2023-06-28,33.0,56.0,0.0,10.0,7.0
2023-06-29,31.0,52.0,0.0,9.0,6.0
2023-06-30,30.0,65.0,0.8,9.0,6.0
